name|slug|full_name|type|publisher|description|source|popularity|star_count|pull_count|filter_type|certification_status|categories|operating_systems|architectures|logo_url|created_at|updated_at 
shahrukh/javascript|shahrukh/javascript|shahrukh/shahrukh/javascript|image|shahrukh||community|0|0|88|community|not_certified|[]|['Linux']|['x86-64']||2016-06-15T08:33:24.990717Z|2016-06-15T08:33:25.415414Z
gauthamp10/javascript|gauthamp10/javascript|gauthamp10/gauthamp10/javascript|image|gauthamp10||community|0|0|100|community|not_certified|[]|['Linux']|['x86-64']||2020-05-27T03:11:32.457964Z|2020-06-05T09:02:54.102457Z
benchmarkers/javascript.feathersjs|benchmarkers/javascript.feathersjs|benchmarkers/benchmarkers/javascript.feathersjs|image|benchmarkers||community|0|0|79|community|not_certified|[]|['Linux']|['x86-64']||2020-03-23T17:42:25.264296Z|2020-04-24T17:11:23.996944Z
hexletboystaging/javascript_objects_exercise|hexletboystaging/javascript_objects_exercise|hexletboystaging/hexletboystaging/javascript_objects_exercise|image|hexletboystaging||community|0|0|90|community|not_certified|[]|[]|[]||2015-04-15T09:55:06.707674Z|2015-11-14T11:12:47.728203Z
benchmarkers/javascript.sails|benchmarkers/javascript.sails|benchmarkers/benchmarkers/javascript.sails|image|benchmarkers||community|0|0|74|community|not_certified|[]|['Linux']|['x86-64']||2020-03-24T18:20:25.388513Z|2020-04-24T12:26:49.151551Z
resourcereasoning/javascriptverification|resourcereasoning/javascriptverification|resourcereasoning/resourcereasoning/javascriptverification|image|resourcereasoning||community|0|0|86|community|not_certified|[]|['Linux']|['x86-64']||2017-09-27T21:35:18.240719Z|2017-09-28T16:55:16.878622Z
nashibao/javascript|nashibao/javascript|nashibao/nashibao/javascript|image|nashibao||community|0|0|79|community|not_certified|[]|['Linux']|['x86-64']||2018-06-08T15:42:07.904072Z|2018-06-08T18:04:58.971897Z
harveyphoenix/javascript-tetris|harveyphoenix/javascript-tetris|harveyphoenix/harveyphoenix/javascript-tetris|image|harveyphoenix|forked from https://github.com/uzyexe/javascript-tetris|community|0|0|29|community|not_certified|[]|['Linux']|['x86-64']||2021-06-15T12:59:23.02858Z|2021-06-16T01:47:19.351429Z
videoamp/javascript-ci|videoamp/javascript-ci|videoamp/videoamp/javascript-ci|image|videoamp||community|0|0|71|community|not_certified|[]|['Linux']|['x86-64']||2017-02-22T01:38:34.008793Z|2017-02-22T18:49:19.636971Z
coopdev/javascript|coopdev/javascript|coopdev/coopdev/javascript|image|coopdev||community|0|0|73|community|not_certified|[]|['Linux']|['x86-64']||2019-04-11T17:52:19.402213Z|2019-04-12T02:14:37.345045Z
shanepreater/javascriptonaws|shanepreater/javascriptonaws|shanepreater/shanepreater/javascriptonaws|image|shanepreater||community|0|0|66|community|not_certified|[]|['Linux']|['x86-64']||2019-10-15T20:51:39.339Z|2019-10-16T18:05:08.738543Z
brainbackdoor/javascript-subway-api|brainbackdoor/javascript-subway-api|brainbackdoor/brainbackdoor/javascript-subway-api|image|brainbackdoor||community|0|0|70|community|not_certified|[]|['Linux']|['x86-64']||2021-03-17T09:12:07.694485Z|2021-03-17T15:04:29.460046Z
nusncl1/javascript-web-bot|nusncl1/javascript-web-bot|nusncl1/nusncl1/javascript-web-bot|image|nusncl1||community|0|0|67|community|not_certified|[]|['Linux']|['x86-64']||2020-07-14T06:28:09.33637Z|2021-12-02T02:36:55.351132Z
apaskal/javascript-neovim-alpine|apaskal/javascript-neovim-alpine|apaskal/apaskal/javascript-neovim-alpine|image|apaskal|Alpine Linux ready for JavaScript development with git, neovim + plugins, tmux and current node.js|community|0|0|31|community|not_certified|[]|['Linux']|['x86-64']||2021-07-27T10:22:35.057176Z|2021-07-27T14:02:07.924208Z
cyberdojofoundation/javascript-node_jasmine_original|cyberdojofoundation/javascript-node_jasmine_original|cyberdojofoundation/cyberdojofoundation/javascript-node_jasmine_original|image|cyberdojofoundation||community|0|0|62|community|not_certified|[]|['Linux']|['x86-64']||2017-03-27T14:17:22.236567Z|2017-03-27T14:17:22.57424Z
xeed/javascript-docker-builder|xeed/javascript-docker-builder|xeed/xeed/javascript-docker-builder|image|xeed|Jenkins slave that builds JS apps and can create a Docker image|community|0|0|68|community|not_certified|[]|['Linux']|['x86-64']||2018-09-28T15:05:26.618447Z|2018-10-03T15:37:45.028703Z
amirshams/javascript|amirshams/javascript|amirshams/amirshams/javascript|image|amirshams||community|0|0|66|community|not_certified|[]|['Linux']|['x86-64']||2016-10-27T19:51:14.117182Z|2016-10-27T19:51:14.399974Z
mucsci/javascript|mucsci/javascript|mucsci/mucsci/javascript|image|mucsci||community|0|0|57|community|not_certified|[]|['Linux']|['x86-64']||2020-08-04T22:29:48.12823Z|2021-01-07T15:40:00.409205Z
phluent/javascript|phluent/javascript|phluent/phluent/javascript|image|phluent||community|0|0|57|community|not_certified|[]|['Linux']|['x86-64']||2016-11-13T03:42:00.25Z|2016-11-13T03:42:00.580937Z
mbilgidhis/javascript-ex|mbilgidhis/javascript-ex|mbilgidhis/mbilgidhis/javascript-ex|image|mbilgidhis||community|0|0|60|community|not_certified|[]|['Linux']|['x86-64']||2019-04-14T06:29:12.59551Z|2021-02-28T06:42:29.702545Z
nemolovichcodeplatform/javascript|nemolovichcodeplatform/javascript|nemolovichcodeplatform/nemolovichcodeplatform/javascript|image|nemolovichcodeplatform||community|0|0|56|community|not_certified|[]|['Linux']|['x86-64']||2018-09-10T07:45:28.031324Z|2018-09-24T13:19:14.261064Z
nikhilamergu/javascript_runner_url|nikhilamergu/javascript_runner_url|nikhilamergu/nikhilamergu/javascript_runner_url|image|nikhilamergu||community|0|0|54|community|not_certified|[]|['Linux']|['x86-64']||2017-07-06T07:41:59.991679Z|2017-07-06T07:42:00.295845Z
afansv/javascript-obfuscator-api|afansv/javascript-obfuscator-api|afansv/afansv/javascript-obfuscator-api|image|afansv||community|0|0|52|community|not_certified|[]|['Linux']|['x86-64']||2019-02-09T15:19:54.423745Z|2020-04-01T13:10:46.750055Z
megatronic/javascript-base|megatronic/javascript-base|megatronic/megatronic/javascript-base|image|megatronic||community|0|0|58|community|not_certified|[]|['Linux']|['x86-64']||2018-02-12T15:20:22.223722Z|2018-07-17T17:36:44.022977Z
mrrusof/javascript-sandbox|mrrusof/javascript-sandbox|mrrusof/mrrusof/javascript-sandbox|image|mrrusof||community|0|0|56|community|not_certified|[]|['Linux']|['x86-64']||2021-03-09T08:03:38.45917Z|2021-09-27T07:04:49.426341Z
cyberdojofoundation/javascript-node_mocha_chai_sinon_original|cyberdojofoundation/javascript-node_mocha_chai_sinon_original|cyberdojofoundation/cyberdojofoundation/javascript-node_mocha_chai_sinon_original|image|cyberdojofoundation||community|0|0|48|community|not_certified|[]|['Linux']|['x86-64']||2017-03-27T14:25:26.922477Z|2017-03-27T14:25:27.32668Z
cyberdojofoundation/javascript-node_cucumber_original|cyberdojofoundation/javascript-node_cucumber_original|cyberdojofoundation/cyberdojofoundation/javascript-node_cucumber_original|image|cyberdojofoundation||community|0|0|50|community|not_certified|[]|['Linux']|['x86-64']||2017-03-27T12:51:18.048508Z|2017-03-27T12:51:18.416897Z
nikhilamergu/javascript1_runner_url|nikhilamergu/javascript1_runner_url|nikhilamergu/nikhilamergu/javascript1_runner_url|image|nikhilamergu||community|0|0|46|community|not_certified|[]|['Linux']|['x86-64']||2017-07-06T09:31:44.735248Z|2017-07-06T09:31:45.125107Z
humbertotm/javascript_compiler|humbertotm/javascript_compiler|humbertotm/humbertotm/javascript_compiler|image|humbertotm||community|0|0|46|community|not_certified|[]|['Linux']|['x86-64']||2018-04-26T16:36:22.898465Z|2018-04-26T16:36:23.410593Z
elainaruntime/javascript|elainaruntime/javascript|elainaruntime/elainaruntime/javascript|image|elainaruntime||community|0|0|45|community|not_certified|[]|['Linux']|['x86-64']||2021-03-05T18:05:00.721981Z|2021-09-16T18:18:17.652547Z
enyuka/javascript|enyuka/javascript|enyuka/enyuka/javascript|image|enyuka|dockerized jshint|community|0|0|47|community|not_certified|[]|['Linux']|['x86-64']||2018-03-23T10:47:39.468894Z|2020-01-29T21:15:25.092281Z
galsho/javascript|galsho/javascript|galsho/galsho/javascript|image|galsho||community|0|0|44|community|not_certified|[]|['Linux']|['x86-64']||2020-03-22T11:15:52.532533Z|2020-03-22T11:15:52.930829Z
showmebug/javascript|showmebug/javascript|showmebug/showmebug/javascript|image|showmebug||community|0|0|43|community|not_certified|[]|['Linux']|['x86-64']||2020-09-02T15:56:59.309804Z|2020-09-03T03:49:37.625436Z
nikhilamergu/javascript2_runner_url|nikhilamergu/javascript2_runner_url|nikhilamergu/nikhilamergu/javascript2_runner_url|image|nikhilamergu||community|0|0|44|community|not_certified|[]|['Linux']|['x86-64']||2017-07-06T09:37:28.985481Z|2017-07-06T09:37:29.293892Z
sanderpukk/javascript-hw|sanderpukk/javascript-hw|sanderpukk/sanderpukk/javascript-hw|image|sanderpukk||community|0|0|43|community|not_certified|[]|['Linux']|['x86-64']||2021-05-18T18:32:14.487629Z|2021-05-29T07:08:18.787478Z
ruanzx/javascript-obfuscator|ruanzx/javascript-obfuscator|ruanzx/ruanzx/javascript-obfuscator|image|ruanzx|A free and efficient obfuscator for JavaScript (including ES2017)|community|0|0|18|community|not_certified|[]|['Linux']|['x86-64']||2019-08-20T17:58:44.410384Z|2019-08-20T17:58:44.776656Z
goitacademy/javascript-check|goitacademy/javascript-check|goitacademy/goitacademy/javascript-check|image|goitacademy||community|0|0|38|community|not_certified|[]|['Linux']|['x86-64']||2022-02-18T07:58:15.3893Z|2022-04-05T08:18:16.586396Z
nikhilamergu/javascript3_runner_url|nikhilamergu/javascript3_runner_url|nikhilamergu/nikhilamergu/javascript3_runner_url|image|nikhilamergu||community|0|0|37|community|not_certified|[]|['Linux']|['x86-64']||2017-07-06T09:44:43.685489Z|2017-07-06T09:44:44.188128Z
javascriptonit/multi-client|javascriptonit/multi-client|javascriptonit/javascriptonit/multi-client|image|javascriptonit||community|0|0|3|community|not_certified|[]|['Linux']|['x86-64']||2022-03-06T13:37:43.65131Z|2022-03-25T19:31:45.105579Z
hoangnguyenoneicc/javascript-sonarscan|hoangnguyenoneicc/javascript-sonarscan|hoangnguyenoneicc/hoangnguyenoneicc/javascript-sonarscan|image|hoangnguyenoneicc|javascript-sonarscan|community|0|0|16|community|not_certified|[]|['Linux']|['x86-64']||2019-07-25T03:12:51.472712Z|2019-07-25T03:16:40.962628Z
diegokoala/javascript-app|diegokoala/javascript-app|diegokoala/diegokoala/javascript-app|image|diegokoala||community|0|0|34|community|not_certified|[]|['Linux']|['x86-64']||2021-06-23T19:37:27.310251Z|2021-06-23T20:14:58.660064Z
uzyexe/tetris|uzyexe/tetris|uzyexe/uzyexe/tetris|image|uzyexe|javascript tetris|community|0|3|500K+|community|not_certified|[]|['Linux']|['x86-64']||2016-06-25T13:09:04.339402Z|2016-06-25T13:09:49.263957Z
pavan5776/javascript|pavan5776/javascript|pavan5776/pavan5776/javascript|image|pavan5776|Javascript|community|0|0|14|community|not_certified|[]|['Linux']|['x86-64']||2018-09-11T10:00:02.950279Z|2018-09-11T10:17:28.347612Z
jchang2014/javascript_evaluator|jchang2014/javascript_evaluator|jchang2014/jchang2014/javascript_evaluator|image|jchang2014||community|0|0|33|community|not_certified|[]|['Linux']|['x86-64']||2018-02-26T21:43:13.962534Z|2018-02-26T21:43:14.23487Z
coderbyte/javascript|coderbyte/javascript|coderbyte/coderbyte/javascript|image|coderbyte||community|0|0|33|community|not_certified|[]|['Linux']|['x86-64']||2018-11-10T04:39:31.684307Z|2018-11-10T04:46:38.544298Z
okteto/frontend|okteto/frontend|Okteto Inc/okteto/frontend|image|Okteto Inc||verified_publisher|0|0|100K+|verified_publisher|not_certified|[]|['Linux']|['x86-64']|https://secure.gravatar.com/avatar/40d6430adcd8581eb1efdc0a9ea895d1.jpg?s=80&r=g&d=mm|2018-10-09T08:09:10.563184Z|2022-04-07T12:27:55.010257Z
ibmcom/frontend|ibmcom/frontend|IBM/ibmcom/frontend|image|IBM||verified_publisher|0|1|10K+|verified_publisher|not_certified|[]|['Linux']|['x86-64']|https://secure.gravatar.com/avatar/3ec19e556669394d7d6a5dfdef853ad8.jpg?s=80&r=g&d=mm|2020-04-07T17:21:30.73862Z|2022-02-01T01:34:58.710213Z
dynatrace/easytravel-frontend|dynatrace/easytravel-frontend|Dynatrace/dynatrace/easytravel-frontend|image|Dynatrace|The Customer Frontend component (Java) of the Dynatrace easyTravel demo application.|verified_publisher|0|6|500K+|verified_publisher|not_certified|[]|['Linux']|['x86-64']|https://secure.gravatar.com/avatar/319d860fe37b23b21cd49536f825a481.jpg?s=80&r=g&d=mm|2015-09-12T10:30:19.60021Z|2021-10-11T14:56:47.327157Z
portainer/angular-builder|portainer/angular-builder|Portainer.io/portainer/angular-builder|image|Portainer.io|Builder image for Portainer frontend.|verified_publisher|0|0|1.4K|verified_publisher|not_certified|[]|['Linux']|['x86-64']|https://secure.gravatar.com/avatar/681edab450c1ebab7d83e7266b1d0fbb.jpg?s=80&r=g&d=mm|2017-05-23T13:47:33.484491Z|2018-01-02T12:02:28.583889Z
frontendermagazine/frontender|frontendermagazine/frontender|frontendermagazine/frontendermagazine/frontender|image|frontendermagazine|frontender magazine landing page|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-27T10:45:06.686915Z|2020-02-02T15:46:14.324639Z
frontendermagazine/token|frontendermagazine/token|frontendermagazine/frontendermagazine/token|image|frontendermagazine|token micro-service|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-27T10:46:09.495761Z|2020-06-23T09:15:26.770016Z
frontendermagazine/schedule|frontendermagazine/schedule|frontendermagazine/frontendermagazine/schedule|image|frontendermagazine|schedule micro-service|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-27T10:45:40.359174Z|2019-03-31T17:53:24.156155Z
frontendermagazine/user|frontendermagazine/user|frontendermagazine/frontendermagazine/user|image|frontendermagazine|users micro-service|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-27T11:18:50.833336Z|2019-03-31T17:06:09.075469Z
frontendermagazine/article|frontendermagazine/article|frontendermagazine/frontendermagazine/article|image|frontendermagazine|articles micro-service|community|0|0|50K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-27T10:43:50.57791Z|2020-06-23T21:15:48.084108Z
frontendermagazine/mailparser|frontendermagazine/mailparser|frontendermagazine/frontendermagazine/mailparser|image|frontendermagazine||community|0|1|10K+|community|not_certified|[]|['Linux']|['x86-64']||2020-05-13T19:21:10.087474Z|2020-12-10T15:55:47.713408Z
frontendsolutions/ufp-mongo|frontendsolutions/ufp-mongo|frontendsolutions/frontendsolutions/ufp-mongo|image|frontendsolutions|mongo database wrapper that initialises a database and user|community|0|0|2.2K|community|not_certified|[]|['Linux']|['x86-64']||2019-03-03T01:20:08.660202Z|2019-03-17T17:33:21.443708Z
frontendermagazine/analyze|frontendermagazine/analyze|frontendermagazine/frontendermagazine/analyze|image|frontendermagazine||community|0|0|1.7K|community|not_certified|[]|['Linux']|['x86-64']||2020-06-21T10:52:29.703774Z|2020-06-25T21:15:54.188331Z
dependencytrack/frontend|dependencytrack/frontend|dependencytrack/dependencytrack/frontend|image|dependencytrack|Frontend user interface for Dependency-Track|community|0|4|1M+|community|not_certified|[]|['Linux']|['x86-64', 'arm64']||2020-09-22T05:43:19.208168Z|2022-04-10T19:10:35.404489Z
vikunja/frontend|vikunja/frontend|vikunja/vikunja/frontend|image|vikunja|Official docker image for the vikunja web frontend|community|0|4|1M+|community|not_certified|[]|['Linux']|['x86-64', 'arm', 'arm64']||2018-09-08T15:13:26.137171Z|2022-04-11T22:24:52.390804Z
frontendermagazine/mail|frontendermagazine/mail|frontendermagazine/frontendermagazine/mail|image|frontendermagazine||community|0|0|1.0K|community|not_certified|[]|['Linux']|['x86-64']||2020-05-10T11:46:34.203899Z|2020-05-11T16:43:43.951364Z
frontendsolutions/ufp-crop-backend|frontendsolutions/ufp-crop-backend|frontendsolutions/frontendsolutions/ufp-crop-backend|image|frontendsolutions||community|0|0|852|community|not_certified|[]|['Linux']|['x86-64']||2019-06-27T14:34:13.781975Z|2019-11-26T20:12:19.758455Z
frontendsolutions/ufp-crop-backend-fakecomputation|frontendsolutions/ufp-crop-backend-fakecomputation|frontendsolutions/frontendsolutions/ufp-crop-backend-fakecomputation|image|frontendsolutions||community|0|0|581|community|not_certified|[]|['Linux']|['x86-64']||2019-09-01T14:02:34.35465Z|2019-11-26T20:12:41.690139Z
frontendart/qualitygate-agent|frontendart/qualitygate-agent|frontendart/frontendart/qualitygate-agent|image|frontendart|QualityGate agent is analyzing Java source code of QualityGate subscribers' systems.|community|0|0|551|community|not_certified|[]|['Linux']|['x86-64']||2019-12-25T08:58:36.73324Z|2021-10-12T12:58:09.679557Z
plantlogic/frontend|plantlogic/frontend|plantlogic/plantlogic/frontend|image|plantlogic|Dockerized Angular 7 frontend for the Plant Logic application|community|0|0|500K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-13T09:22:32.928406Z|2021-05-08T23:07:40.952459Z
planimation/frontend|planimation/frontend|planimation/planimation/frontend|image|planimation|Planimation Frontend|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-06-28T01:32:15.71349Z|2021-03-03T06:10:30.018686Z
mempool/frontend|mempool/frontend|mempool/mempool/frontend|image|mempool|mempool.space frontend|community|0|1|100K+|community|not_certified|[]|['Linux']|['x86-64', 'arm', 'arm64']||2021-02-03T08:03:54.579301Z|2022-01-28T03:22:17.92942Z
kanselarij/frontend-kaleidos|kanselarij/frontend-kaleidos|kanselarij/kanselarij/frontend-kaleidos|image|kanselarij|Frontend application for kaleidos|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-07-17T15:22:52.792478Z|2022-04-11T12:45:51.945745Z
frontendsolutions/ufp-nginx-letsencrypt-proxy|frontendsolutions/ufp-nginx-letsencrypt-proxy|frontendsolutions/frontendsolutions/ufp-nginx-letsencrypt-proxy|image|frontendsolutions|a nginx config allowing more payload for letsencrypt usage|community|0|0|448|community|not_certified|[]|['Linux']|['x86-64']||2019-03-02T15:43:15.49258Z|2020-03-11T16:22:57.850686Z
frontend89/hassio-addons|frontend89/hassio-addons|frontend89/frontend89/hassio-addons|image|frontend89|Experimental hassio addons collection|community|0|0|416|community|not_certified|[]|['Linux']|['x86-64']||2019-09-05T19:36:44.941329Z|2019-09-05T20:51:51.725398Z
uneet/frontend|uneet/frontend|uneet/uneet/frontend|image|uneet|Meteor frontend aka MEFE|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2019-02-12T02:12:30.029961Z|2020-02-14T03:34:32.89761Z
kalo/frontend-deploy|kalo/frontend-deploy|kalo/kalo/frontend-deploy|image|kalo|A Docker image with tooling for CF deploys of the frontend|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-01-26T13:37:30.296788Z|2019-06-21T14:46:58.234283Z
ckassen/frontend|ckassen/frontend|ckassen/ckassen/frontend|image|ckassen|Workshop Frontend|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-09-26T11:43:20.598311Z|2020-12-17T09:20:43.821601Z
smilr/frontend|smilr/frontend|smilr/smilr/frontend|image|smilr|Microservices Demo App - Smilr: Frontend Vue.js Client Service|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-03-23T10:57:16.341042Z|2022-01-24T16:23:06.568642Z
frontendsolutions/ufp-crop-backend-reverseproxy|frontendsolutions/ufp-crop-backend-reverseproxy|frontendsolutions/frontendsolutions/ufp-crop-backend-reverseproxy|image|frontendsolutions||community|0|0|307|community|not_certified|[]|['Linux']|['x86-64']||2019-06-27T12:57:04.699761Z|2019-06-29T05:53:38.076621Z
mathhub/frontend|mathhub/frontend|mathhub/mathhub/frontend|image|mathhub|A new Frontend for MathHub written in React.|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2018-04-27T09:21:21.932176Z|2021-06-16T00:27:32.381474Z
oskiosk/frontend|oskiosk/frontend|oskiosk/oskiosk/frontend|image|oskiosk|Frontend image for the Oskiosk project.|community|0|0|100K+|community|not_certified|[]|['Linux']|['x86-64']||2017-06-10T11:33:19.394281Z|2018-10-31T12:08:57.699708Z
lesspass/frontend|lesspass/frontend|lesspass/lesspass/frontend|image|lesspass|frontend for LessPass|community|0|1|100K+|community|not_certified|[]|['Linux']|['x86-64']||2016-09-23T14:59:59.849764Z|2022-02-17T20:42:22.059905Z
skilldlabs/frontend|skilldlabs/frontend|skilldlabs/skilldlabs/frontend|image|skilldlabs|frontend containers|community|0|3|100K+|community|not_certified|[]|['Linux']|['x86-64']||2016-06-10T17:33:03.759034Z|2019-05-03T04:35:46.4369Z
frontendyteam/elixir|frontendyteam/elixir|frontendyteam/frontendyteam/elixir|image|frontendyteam||community|0|0|259|community|not_certified|[]|['Linux']|['x86-64']||2017-02-03T19:56:23.553744Z|2017-02-07T06:45:00.752616Z
frontendsolutions/ufp-swagger-diff|frontendsolutions/ufp-swagger-diff|frontendsolutions/frontendsolutions/ufp-swagger-diff|image|frontendsolutions|Scans a folder for *{semver}* files, and prints out the diffs for each version jump|community|0|0|218|community|not_certified|[]|['Linux']|['x86-64']||2019-03-17T18:12:15.424098Z|2019-03-17T18:21:26.07789Z
sourcegraph/frontend|sourcegraph/frontend|sourcegraph/sourcegraph/frontend|image|sourcegraph||community|0|0|1M+|community|not_certified|[]|['', 'Linux']|['x86-64']||2018-08-02T23:26:40.592582Z|2022-04-11T19:15:50.01863Z
frontendwordpress/dongnelibrary|frontendwordpress/dongnelibrary|frontendwordpress/frontendwordpress/dongnelibrary|image|frontendwordpress|도서관 책이 대출되었는지 확인하는 유틸리티 docker 버전|community|0|0|211|community|not_certified|[]|['Linux']|['x86-64']||2017-06-16T15:34:56.657823Z|2021-04-02T14:23:24.913079Z
owntracks/frontend|owntracks/frontend|owntracks/owntracks/frontend|image|owntracks|Web interface for OwnTracks|community|0|6|1M+|community|not_certified|[]|['Linux']|['arm', 'arm64', 'x86-64']||2019-09-24T11:47:05.223368Z|2022-04-11T03:57:02.517593Z
ridesharing/frontend|ridesharing/frontend|ridesharing/ridesharing/frontend|image|ridesharing|Frontend with nginx container|community|0|0|50K+|community|not_certified|[]|['Linux']|['x86-64']||2020-05-24T11:40:38.476678Z|2020-09-01T15:57:12.696686Z
onekiosk/frontend|onekiosk/frontend|onekiosk/onekiosk/frontend|image|onekiosk|onekiosk Frontend for customer|community|0|0|50K+|community|not_certified|[]|['Linux']|['x86-64']||2020-04-07T23:52:03.963886Z|2020-08-07T22:59:18.679201Z
frontendyteam/node|frontendyteam/node|frontendyteam/frontendyteam/node|image|frontendyteam||community|0|0|169|community|not_certified|[]|['Linux']|['x86-64']||2016-01-23T05:07:01.394477Z|2017-02-05T01:24:11.207702Z
suhuruli/frontend|suhuruli/frontend|suhuruli/suhuruli/frontend|image|suhuruli||community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2019-08-07T02:43:41.543377Z|2019-08-27T05:32:36.786259Z
countly/frontend|countly/frontend|countly/countly/frontend|image|countly|Official Countly mobile analytics docker repository: frontend|community|0|2|50K+|community|not_certified|[]|['Linux']|['x86-64']||2019-09-23T11:05:02.836717Z|2022-04-07T19:03:38.308035Z
classtranscribe/frontend|classtranscribe/frontend|classtranscribe/classtranscribe/frontend|image|classtranscribe|Production build of the Reactjs frontend|community|0|2|50K+|community|not_certified|[]|['', 'Linux']|['', 'x86-64']||2020-02-20T07:28:12.669924Z|2022-04-11T17:33:36.146804Z
ehdevops/frontend-core|ehdevops/frontend-core|ehdevops/ehdevops/frontend-core|image|ehdevops||community|0|0|1M+|community|not_certified|[]|['', 'Linux']|['x86-64']||2017-11-20T04:25:33.68657Z|2022-04-12T01:45:57.69851Z
frontendsolutions/ufp-docker-ssh-deploy|frontendsolutions/ufp-docker-ssh-deploy|frontendsolutions/frontendsolutions/ufp-docker-ssh-deploy|image|frontendsolutions|utility docker ssh tunnel deploy image|community|0|0|146|community|not_certified|[]|['Linux']|['x86-64']||2019-06-01T14:29:09.963528Z|2019-06-01T14:29:12.640329Z
flkitover/frontend|flkitover/frontend|flkitover/flkitover/frontend|image|flkitover|Frontend base image|community|0|0|10K+|community|not_certified|[]|['Linux']|['x86-64']||2019-09-25T05:35:40.414472Z|2021-12-02T02:32:44.028174Z
voya/frontend-ngcli-cicd|voya/frontend-ngcli-cicd|voya/voya/frontend-ngcli-cicd|image|voya|frontend-ngcli-cicd|community|0|0|10K+|community|not_certified|[]|['Linux']|['x86-64']||2018-01-19T10:12:07.418702Z|2022-02-25T14:41:54.263819Z
usermine12/frontend|usermine12/frontend|usermine12/usermine12/frontend|image|usermine12||community|0|0|1M+|community|not_certified|[]|['Linux']|['x86-64']||2020-12-21T16:55:07.830699Z|2021-09-26T17:43:39.604598Z
govuk/frontend|govuk/frontend|govuk/govuk/frontend|image|govuk||community|0|1|500K+|community|not_certified|[]|['Linux']|['x86-64']||2017-10-16T16:05:10.319846Z|2022-04-08T17:07:39.425113Z
frontendlabs/micro-sprites|frontendlabs/micro-sprites|frontendlabs/frontendlabs/micro-sprites|image|frontendlabs|Single image to generate images|community|0|0|113|community|not_certified|[]|['Linux']|['x86-64']||2016-05-30T16:39:28.745478Z|2016-07-17T00:44:46.998775Z
frontendyteam/erlang|frontendyteam/erlang|frontendyteam/frontendyteam/erlang|image|frontendyteam||community|0|0|117|community|not_certified|[]|['Linux']|['x86-64']||2016-08-30T05:12:28.229956Z|2017-02-07T06:41:59.505739Z
frontendgineer/docker-ci|frontendgineer/docker-ci|frontendgineer/frontendgineer/docker-ci|image|frontendgineer|Docker CI with Circle CI|community|0|0|107|community|not_certified|[]|[]|[]||2015-12-17T23:33:10.838948Z|2015-12-18T00:51:06.413332Z
bierteam/frontend|bierteam/frontend|bierteam/bierteam/frontend|image|bierteam||community|0|0|500K+|community|not_certified|[]|['Linux']|['x86-64']||2020-01-11T19:13:05.096411Z|2022-01-05T17:37:25.474103Z
modusign/frontend|modusign/frontend|modusign/modusign/frontend|image|modusign|Modusign frontend docker|community|0|1|10K+|community|not_certified|[]|['Linux']|['x86-64']||2018-07-04T05:40:53.86973Z|2020-01-30T02:58:13.059081Z
clipper/frontend-exporter|clipper/frontend-exporter|clipper/clipper/frontend-exporter|image|clipper|Metrics exporter for query frontend|community|0|0|10K+|community|not_certified|[]|['Linux']|['x86-64']||2018-01-15T22:25:24.94489Z|2020-10-13T02:29:43.761678Z
frontendgineer/simpleapp|frontendgineer/simpleapp|frontendgineer/frontendgineer/simpleapp|image|frontendgineer|demo app for kubernetes and spinnaker integration|community|0|0|116|community|not_certified|[]|['Linux']|['x86-64']||2018-03-06T21:47:05.322707Z|2018-03-07T16:09:36.486858Z
musicblend/frontend|musicblend/frontend|musicblend/musicblend/frontend|image|musicblend|This repository contains a react app for the musicblend project|community|0|0|500K+|community|not_certified|[]|['Linux']|['x86-64']||2021-03-16T11:10:46.803964Z|2021-06-24T12:50:49.559589Z
frontendsolutions/ufp-startupzoom-backend-reverseproxy|frontendsolutions/ufp-startupzoom-backend-reverseproxy|frontendsolutions/frontendsolutions/ufp-startupzoom-backend-reverseproxy|image|frontendsolutions||community|0|0|112|community|not_certified|[]|['Linux']|['x86-64']||2019-06-28T13:23:42.931966Z|2019-06-29T06:23:51.25212Z
kioshiokamoto/frontend-next-demo|kioshiokamoto/frontend-next-demo|kioshiokamoto/kioshiokamoto/frontend-next-demo|image|kioshiokamoto||community|0|0|500K+|community|not_certified|[]|['Linux']|['x86-64']||2021-08-06T18:29:04.648298Z|2021-08-20T20:42:38.934267Z
